timestamp,date,datetime,price_usd,market_cap_usd,volume_usd,volatility,price_change,volume_change,price_ma,price_deviation,kmeans_cluster,dbscan_cluster
1772337773315,2026-03-01,2026-03-01 05:02:53,67526.96,1350165648232.05,52613823909.9,1450.7204698393584,-0.35466953019087644,1.6315214345073104,65486.68208333334,3.115561594753517,1,0
1772341391535,2026-03-01,2026-03-01 06:03:11,67350.74,1346007088762.68,52903381254.28,1499.718083101658,-0.2609624363365426,0.55034461071648,65557.01333333334,2.736132376174961,1,0
1772345016389,2026-03-01,2026-03-01 07:03:36,67320.54,1346092737152.93,53162142044.06,1542.2689651344476,-0.04483989337015215,0.48911956787083266,65631.32333333333,2.573796444858103,1,0
1772348589751,2026-03-01,2026-03-01 08:03:09,66933.91,1338709692985.02,50085058427.82,1471.3527716421468,-0.5743120895940423,-5.788110670352142,65787.86416666667,1.7420322849058454,0,0
1772352159784,2026-03-01,2026-03-01 09:02:39,67136.88,1342363306764.22,47647809987.84,1433.1389549023766,0.3032394193018151,-4.866218621851948,65926.47958333333,1.8359852130989087,0,0
1772355779808,2026-03-01,2026-03-01 10:02:59,66557.0,1330324290282.1,47225469266.07,1339.0322284009196,-0.8637279539948861,-0.8863801334789145,66054.83375,0.7602263475532474,0,0
1772359437243,2026-03-01,2026-03-01 11:03:57,66428.75,1327970746780.94,47332922114.86,1239.089517810241,-0.19269197830431573,0.22753156392074647,66170.29333333333,0.3905932007353931,0,0
1772362959590,2026-03-01,2026-03-01 12:02:39,66467.92,1329046893173.23,45980675972.17,1150.9452184796698,0.058965432888613556,-2.8568828677185576,66272.84791666667,0.29434691501204485,0,0
1772366634113,2026-03-01,2026-03-01 13:03:54,66464.76,1329144396275.75,44506777972.34,1030.168641129126,-0.004754173140975038,-3.2054726657826493,66381.30625000001,0.12571875233320828,0,0
1772370185193,2026-03-01,2026-03-01 14:03:05,66321.46,1326436843922.65,44213013271.43,897.7103286973305,-0.21560297517058125,-0.660044861240161,66477.88041666667,-0.23529693739670482,0,0
1772373622380,2026-03-01,2026-03-01 15:00:22,66978.01,1340338131418.87,43894783009.68,856.0726899102561,0.9899510656128374,-0.7197660557454855,66554.44916666667,0.6364124992945769,0,0
1772377387065,2026-03-01,2026-03-01 16:03:07,66862.51,1336506608572.57,42831938477.13,733.2319166608644,-0.17244465758239347,-2.4213459087281897,66654.15416666667,0.312592419689751,0,0
1772380987684,2026-03-01,2026-03-01 17:03:07,66912.03,1338870977707.71,43062104466.63,626.2387489515571,0.07406243050105399,0.5373700039817075,66739.84916666667,0.2579880468464229,0,0
1772384650532,2026-03-01,2026-03-01 18:04:10,66114.21,1322853161443.52,44007042991.01,539.8098759064032,-1.1923416461882774,2.1943621568989213,66781.8275,-0.9996993568347512,0,0
1772388147294,2026-03-01,2026-03-01 19:02:27,66026.84,1320681531470.6,44486823312.85,481.8383084624853,-0.1321501081235188,1.090235310602461,66808.04041666667,-1.1693209556731543,0,0
1772391844817,2026-03-01,2026-03-01 20:04:04,66317.3,1325752570638.06,43745802863.18,455.88684751238065,0.43991201153956716,-1.6657077185728286,66824.7175,-0.7593260682321566,0,0
1772395229771,2026-03-01,2026-03-01 21:00:29,65958.6,1318164350047.23,42839200198.09,480.2395169615325,-0.5408845052497613,-2.0724334810484746,66808.13833333334,-1.2716090502247397,0,0
1772398962601,2026-03-01,2026-03-01 22:02:42,65315.31,1305968335329.67,42983795779.62,567.361480678747,-0.9752935932539675,0.3375310016559441,66740.23916666667,-2.1350375492486218,0,0
1772402588164,2026-03-01,2026-03-01 23:03:08,65704.61,1313784271477.15,42541308148.15,605.4483326673933,0.5960317726425801,-1.0294289358218967,66696.87833333334,-1.4877282987282348,0,0
1772406187390,2026-03-02,2026-03-02 00:03:07,65226.86,1305176855344.71,43416566932.48,665.7173214251693,-0.7271179297769215,2.057432698782824,66615.25791666667,-2.084204069889672,0,0
1772409776203,2026-03-02,2026-03-02 01:02:56,65736.2,1313667755763.17,44355182226.48,683.8344618352596,0.7808746274157619,2.1618828026170434,66562.8,-1.241834778585044,0,0
1772413346429,2026-03-02,2026-03-02 02:02:26,66524.75,1330719433740.27,45012899973.01,681.8276375663562,1.199567361666798,1.4828430715754015,66550.91583333333,-0.03931701465816175,0,0
1772416948670,2026-03-02,2026-03-02 03:02:28,66537.97,1331861186785.35,43993453329.73,664.4847479524726,0.01987230316535804,-2.2647877472708133,66520.47624999999,0.02629829337700921,0,0
1772420533716,2026-03-02,2026-03-02 04:02:13,66291.95,1325925634029.89,42095116293.44,610.1444624287644,-0.3697437718644059,-4.31504438185838,66459.00291666666,-0.2513623577472808,0,0
